pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
5.82,26.5,1.27,6.1,9.3,1
6.43,25.0,0.82,6.1,17.6,0
8.96,33.3,1.26,2.5,10.4,1
9.53,31.8,1.36,6.6,12.3,1
9.88,29.4,1.03,6.6,4.2,1
6.16,25.1,0.94,3.8,16.6,0
9.41,30.5,0.94,4.9,6.4,1
6.64,32.7,1.1,7.7,20.9,0
5.56,28.9,0.9,5.2,14.3,0
9.35,31.8,1.2,5.9,14.4,1
8.18,31.2,1.02,4.3,22.9,0
5.82,28.6,0.99,2.2,5.0,1
7.15,24.7,1.08,9.0,13.7,1
6.44,31.2,1.13,5.3,10.2,0
8.68,23.1,0.89,3.7,24.2,1
7.27,31.7,1.22,6.7,20.0,0
9.95,32.1,1.33,6.0,19.2,1
5.27,32.3,0.97,2.9,5.9,1
6.78,27.1,0.91,8.0,6.7,0
7.41,22.9,1.26,1.6,1.7,1
7.52,21.5,0.91,5.8,16.3,0
6.58,31.2,0.82,4.8,9.9,0
8.65,33.3,1.17,3.5,8.5,1
9.37,29.8,0.94,7.6,16.3,1
9.69,22.2,0.9,6.3,20.9,1
9.03,34.0,1.39,7.1,4.2,1
9.25,34.8,0.98,4.3,23.0,1
7.75,26.5,1.34,8.5,1.8,1
9.13,28.9,0.91,3.8,3.3,1
6.52,31.7,1.29,5.2,21.1,1
6.99,31.0,1.1,8.5,12.8,0
6.58,34.5,0.85,1.7,23.5,1
7.34,21.7,1.24,1.9,12.1,1
6.43,28.7,1.34,9.0,23.2,1
9.81,30.4,0.9,8.8,6.8,1
6.56,33.4,1.24,7.2,15.8,0
5.49,33.1,1.07,4.9,24.9,1
7.63,34.7,1.25,5.0,10.0,1
5.29,27.7,1.23,3.1,1.0,1
5.55,32.5,0.82,4.5,2.5,1
6.1,26.4,0.91,4.5,21.6,0
7.32,26.3,1.08,1.3,12.8,1
7.17,23.8,1.36,4.6,13.9,1
9.0,32.3,1.01,4.8,20.2,1
8.7,34.8,1.18,6.3,20.5,1
7.13,23.8,0.81,5.1,12.5,0
6.67,20.8,1.23,7.9,21.6,0
6.58,32.2,1.16,3.9,12.2,0
8.87,29.3,1.23,4.3,17.2,1
5.26,34.4,1.34,5.6,1.8,1
5.06,23.8,0.89,2.6,4.3,1
8.98,21.1,0.96,4.1,21.4,1
7.39,27.4,1.4,6.5,8.5,1
5.65,21.3,0.89,4.3,9.0,1
6.18,23.9,1.23,8.3,16.9,0
9.66,21.9,1.24,5.9,15.2,1
9.3,23.4,1.21,2.2,3.0,1
8.55,21.6,0.94,4.9,19.4,1
7.41,34.3,0.93,7.1,15.8,0
7.6,24.2,1.2,6.1,21.5,0
9.88,26.7,0.91,8.1,13.9,1
9.83,33.5,1.2,7.0,10.9,1
6.08,30.2,1.1,1.5,9.9,1
9.06,29.3,1.03,1.9,1.1,1
5.99,30.6,0.98,6.2,2.0,1
6.07,32.4,1.37,2.9,4.1,1
8.38,33.2,1.1,5.7,23.3,0
7.03,29.6,1.14,7.3,22.1,0
9.66,33.4,1.37,5.6,12.9,1
5.45,28.0,1.19,4.3,5.3,1
7.56,24.2,1.37,6.2,4.5,1
9.59,33.2,0.86,2.1,7.1,1
9.52,28.1,1.31,6.8,22.8,1
5.78,33.6,1.0,6.6,13.5,1
6.83,20.6,1.29,5.1,20.3,1
8.1,26.0,1.31,3.2,13.2,1
5.8,34.2,0.96,7.4,15.6,1
9.84,23.7,1.05,5.1,15.6,1
9.57,34.1,1.24,1.5,1.8,1
5.83,34.3,0.86,8.3,11.7,1
5.61,33.2,1.25,7.1,21.7,1
5.43,28.5,0.87,5.7,12.7,1
9.55,29.7,1.35,4.5,11.4,1
5.97,33.0,0.97,8.7,13.6,1
7.08,31.6,1.15,7.2,10.1,0
7.24,29.5,0.87,5.3,13.4,0
8.0,34.7,0.96,6.2,4.2,1
5.36,30.3,1.04,3.2,24.2,1
6.13,34.6,1.09,2.6,1.8,1
9.66,20.9,0.8,3.2,12.6,1
9.54,22.1,1.33,3.3,6.0,1
8.91,26.8,0.8,6.9,2.4,1
5.1,25.8,1.26,2.1,16.6,1
6.64,31.7,1.08,7.2,24.6,0
8.14,22.4,1.11,5.2,19.0,0
6.38,34.6,0.92,4.1,7.1,0
9.55,24.7,1.16,3.4,12.8,1
8.17,26.4,1.12,5.1,2.2,1
5.36,24.1,0.9,3.5,13.8,1
9.55,28.7,0.94,4.4,3.4,0
9.79,20.9,0.84,6.9,20.1,1
5.39,22.2,0.84,6.0,2.4,1
7.66,31.2,0.81,7.0,1.2,1
6.52,22.8,0.93,6.7,21.7,0
6.96,23.5,1.21,7.5,23.6,0
5.9,31.9,0.99,2.6,3.1,1
7.89,21.4,1.01,9.0,7.7,0
9.79,26.6,0.88,4.8,18.8,1
7.52,20.3,1.15,6.7,14.0,0
5.41,25.2,1.01,6.4,23.8,1
8.1,30.5,1.21,5.5,10.3,0
6.7,21.4,1.24,9.0,1.1,1
9.28,33.3,1.15,2.7,1.5,1
7.17,33.6,0.97,4.4,14.6,0
5.96,21.6,1.11,2.0,19.1,1
5.96,34.9,0.95,2.5,20.0,1
8.84,24.5,1.34,6.7,22.9,1
6.33,21.3,1.26,1.0,6.5,1
8.84,20.1,1.1,8.1,18.7,1
6.03,26.1,1.38,6.1,20.9,1
6.61,29.4,1.13,4.5,21.1,0
7.33,25.0,1.0,3.7,10.9,0
9.72,32.6,0.86,2.0,16.0,1
9.66,30.7,1.13,8.4,14.2,1
6.03,25.3,1.32,6.7,15.3,1
6.79,31.0,1.32,3.7,7.8,1
5.75,34.1,1.16,1.6,17.4,1
7.55,21.4,1.04,3.6,18.0,0
7.3,24.6,1.19,2.5,5.7,1
9.5,26.9,1.26,7.3,11.6,1
9.65,27.5,1.05,6.8,11.1,1
6.92,28.1,1.09,5.0,19.0,0
7.46,24.5,1.21,8.1,17.0,0
9.48,30.0,1.33,2.4,12.4,1
9.03,29.7,1.27,4.6,16.7,1
5.02,28.7,0.81,6.7,7.3,1
6.6,21.7,0.87,1.5,6.6,1
7.11,27.2,1.31,4.0,6.8,1
6.15,25.3,1.3,5.6,1.7,1
6.0,27.4,1.03,3.9,17.6,1
5.19,33.8,1.15,4.8,24.7,1
8.22,27.2,1.34,5.9,8.4,1
6.31,20.2,1.35,3.9,23.3,1
5.26,26.6,1.27,1.8,15.6,1
6.15,32.3,0.93,2.1,6.4,1
9.01,31.7,1.24,5.2,1.3,1
9.26,27.7,0.86,2.4,18.4,1
7.42,23.7,1.34,8.1,17.7,1
7.08,27.0,0.89,7.7,6.5,0
9.89,28.5,1.2,3.8,9.0,1
6.0,35.0,1.17,7.6,22.6,0
6.08,29.7,1.27,5.3,4.8,1
6.46,30.4,1.13,2.3,21.1,1
5.86,27.4,0.84,5.9,5.1,1
6.9,25.3,1.22,6.4,12.6,0
9.55,32.2,1.03,1.7,13.0,1
8.08,27.4,0.99,3.5,12.3,0
7.06,34.9,1.4,1.0,7.9,1
9.67,26.9,1.15,3.5,7.1,1
5.24,21.0,1.23,3.7,18.6,1
6.05,30.2,1.12,6.0,7.6,0
7.83,20.7,1.26,2.6,15.6,1
8.08,23.8,1.25,1.2,21.3,1
5.2,25.3,1.19,3.5,21.1,1
7.02,31.1,1.4,7.6,5.0,1
8.25,27.4,1.08,4.2,16.7,0
8.49,20.4,1.22,4.3,15.5,0
8.19,29.3,1.28,4.8,7.8,1
6.6,26.2,1.03,7.0,10.4,0
5.47,33.8,1.07,4.8,7.8,1
7.14,27.5,1.38,1.7,13.9,1
5.64,30.6,0.82,2.7,20.3,1
9.74,23.3,1.0,2.5,22.1,1
7.38,31.4,1.09,5.1,18.3,0
6.59,30.8,0.8,1.2,12.6,1
8.83,33.6,1.34,3.3,24.0,1
7.49,20.5,0.97,5.9,14.5,0
6.55,26.7,0.95,3.8,12.5,0
9.06,30.2,1.29,6.7,21.6,1
9.34,21.4,0.97,4.1,5.4,1
8.37,26.2,1.19,8.8,4.8,1
5.23,34.1,1.29,8.7,19.8,1
7.83,26.5,1.28,7.4,21.9,1
8.82,34.8,1.27,8.6,2.7,1
5.68,20.9,0.85,2.6,19.3,1
6.14,30.8,0.85,7.0,11.2,0
9.41,28.7,0.98,3.6,17.9,1
5.1,27.5,0.82,6.8,4.2,1
8.76,34.6,1.1,4.0,24.4,1
7.37,21.9,1.04,3.3,22.2,0
7.23,33.4,1.13,8.7,10.7,0
5.04,30.4,0.98,2.7,22.4,1
9.1,23.9,1.09,7.1,22.5,1
6.8,33.5,1.0,6.4,12.1,0
7.7,26.4,0.92,3.4,23.7,0
8.39,32.2,1.19,4.7,24.4,0
8.51,25.8,1.2,2.1,6.2,1
9.78,32.8,1.3,8.4,2.6,1
7.66,29.5,1.32,8.7,8.9,1
7.0,22.1,1.22,6.9,12.7,0
9.77,29.7,1.21,7.8,3.2,1
8.21,22.9,0.83,1.7,4.4,1
6.49,26.2,0.87,4.1,24.3,0
5.63,22.6,1.29,3.6,18.7,1
9.21,20.3,0.94,5.5,22.0,1
6.81,23.2,1.01,2.5,24.3,1
8.3,28.0,0.89,5.5,10.1,0
7.35,27.2,0.92,6.2,17.5,0
5.99,27.5,1.27,2.1,5.4,1
8.01,23.7,0.96,2.1,14.2,1
5.3,30.3,1.07,1.3,6.0,1
7.07,30.6,0.89,7.1,4.9,1
7.73,25.4,1.21,3.6,3.4,1
7.18,33.2,1.24,2.8,14.9,1
8.74,29.7,1.02,7.2,23.8,1
9.14,30.7,1.27,2.1,3.9,1
8.86,24.2,0.94,4.4,13.1,1
5.19,20.0,1.22,7.0,17.5,1
5.97,33.0,1.24,5.6,12.9,1
7.68,32.3,1.38,5.4,22.9,1
9.67,21.8,0.94,2.3,5.0,1
9.17,25.6,0.86,2.4,1.6,1
9.21,29.9,0.96,5.7,10.2,1
6.52,29.8,0.87,1.2,14.3,1
7.15,32.9,0.9,8.0,7.1,0
7.35,22.1,1.0,3.8,5.0,0
5.79,26.4,1.05,4.3,20.3,1
5.16,21.5,1.34,3.1,5.5,1
9.73,25.8,0.92,8.0,11.6,1
6.2,20.2,1.38,6.1,23.9,1
6.2,33.5,1.29,4.6,15.7,1
5.42,27.9,1.33,5.7,12.9,1
9.64,32.7,1.36,4.0,9.6,1
7.9,20.9,1.25,4.7,13.5,1
8.34,23.4,1.27,3.9,18.6,1
9.56,23.9,1.06,4.3,20.7,1
6.73,25.8,1.11,3.5,16.6,0
8.11,32.0,1.36,1.6,20.0,1
5.19,25.8,1.03,1.3,3.1,1
5.93,23.1,0.83,2.4,1.3,1
9.16,21.0,1.26,3.0,18.6,1
8.83,21.2,1.14,8.1,7.3,1
6.75,31.4,1.29,5.9,22.1,1
6.88,26.7,0.85,8.7,13.9,0
7.67,30.9,1.17,3.7,12.5,0
5.0,30.2,0.95,4.2,19.5,1
6.21,22.0,1.34,6.8,18.8,1
6.04,22.1,0.87,5.6,17.9,0
6.25,31.3,1.31,5.2,17.6,1
9.03,30.8,0.85,5.6,13.4,1
6.4,25.7,0.82,5.7,23.2,0
5.96,21.2,0.94,7.1,22.4,1
7.52,20.2,1.0,6.3,8.9,0
9.33,24.3,1.18,8.7,20.3,1
6.21,20.1,0.88,8.6,22.4,0
5.39,23.5,1.06,4.4,15.8,1
6.78,26.3,0.92,1.3,14.3,1
8.74,21.8,1.31,1.1,17.1,1
7.75,21.6,0.83,2.0,4.9,1
9.08,33.4,1.01,1.6,3.1,1
9.8,28.8,1.18,4.0,20.7,1
8.96,34.0,1.35,1.4,14.8,1
8.02,25.2,1.32,6.0,3.9,1
7.47,30.2,1.34,2.5,11.0,1
5.2,23.1,0.84,5.1,8.2,1
9.92,29.3,1.3,1.8,22.0,1
6.92,21.9,1.27,7.6,13.2,1
5.76,20.0,1.34,7.2,14.9,1
8.33,34.0,0.99,4.1,6.6,0
6.42,28.3,1.35,8.3,20.2,1
7.93,33.9,1.04,2.5,23.3,1
7.93,25.0,1.18,7.5,20.0,0
7.23,24.9,1.05,5.4,12.8,0
9.18,26.0,1.06,3.6,21.0,1
6.32,30.6,1.13,1.7,5.5,1
7.24,28.5,1.01,2.4,3.7,1
7.69,33.9,1.28,7.9,11.5,1
8.32,20.4,1.18,5.9,5.4,0
8.92,30.6,1.21,2.9,7.2,1
6.97,25.0,0.94,5.0,15.0,0
8.23,22.7,1.38,1.9,10.7,1
5.75,27.7,1.2,1.8,21.8,0
9.66,27.6,0.92,8.3,6.4,1
6.92,22.1,1.25,4.7,24.9,1
8.65,23.0,0.9,3.9,9.6,1
5.1,26.1,0.84,8.6,13.4,1
6.03,26.1,1.12,4.2,4.2,1
7.44,24.8,1.13,3.7,14.9,0
9.39,22.2,0.91,3.2,24.1,1
7.64,20.1,1.01,5.5,19.0,0
9.65,34.6,1.37,5.5,6.9,1
7.42,34.2,0.97,1.1,11.6,1
7.45,27.3,0.89,6.2,11.2,0
5.6,34.9,1.4,7.3,3.4,1
9.01,30.1,0.98,5.9,22.3,1
6.23,21.0,1.21,8.0,10.2,0
9.5,21.8,0.94,3.2,12.9,1
9.55,33.7,1.13,2.5,8.0,1
9.72,29.5,1.03,6.6,4.7,1
7.6,32.6,1.38,2.5,22.7,1
8.39,33.5,1.06,1.7,1.9,1
8.89,26.7,1.15,1.8,10.6,1
5.66,20.7,1.37,7.1,18.5,1
8.0,22.8,1.39,1.2,8.4,1
5.17,21.0,0.86,3.3,11.7,1
7.49,22.8,1.3,2.0,14.5,1
5.77,26.2,1.03,7.0,24.9,1
5.91,21.8,1.16,5.0,19.2,1
6.83,22.5,1.03,2.6,24.2,1
7.16,26.7,1.04,7.0,17.6,0
8.12,25.1,0.9,7.0,7.5,0
5.37,27.0,1.14,5.2,7.9,1
7.52,26.4,1.13,3.2,20.7,0
5.91,29.7,0.91,5.7,11.3,1
7.87,34.1,1.13,8.5,9.9,0
8.19,21.6,1.38,1.4,23.7,1
7.78,21.5,1.23,3.1,1.3,1
8.69,32.8,1.09,3.3,13.6,1
6.68,27.6,1.35,6.1,19.6,1
8.83,31.5,1.15,6.2,18.7,1
7.16,23.2,0.88,2.7,9.8,1
7.42,32.4,1.13,2.7,13.9,1
8.24,33.9,0.91,8.4,1.1,1
5.09,29.5,1.26,7.1,13.8,1
8.27,21.6,1.38,8.5,15.2,1
8.09,33.4,1.02,7.6,22.0,0
6.55,31.9,1.06,4.2,6.1,0
5.43,31.3,1.05,2.0,20.8,1
5.45,20.6,0.97,6.0,18.2,1
9.62,32.0,1.28,3.8,17.0,1
8.45,22.1,1.17,4.4,10.5,0
5.64,23.3,0.84,4.4,9.8,1
6.78,28.7,1.3,8.5,17.9,1
7.96,24.0,0.91,1.6,24.8,1
9.18,29.9,1.39,2.5,10.7,1
5.22,29.1,1.03,5.9,23.0,1
6.18,21.6,1.17,8.1,15.1,0
9.45,29.8,0.85,8.3,21.8,1
5.05,33.9,1.01,5.5,6.2,1
6.01,22.4,1.28,1.3,19.3,1
9.8,29.0,1.09,3.9,21.0,1
8.07,25.1,1.34,8.4,21.0,1
6.31,26.9,1.15,5.0,19.8,0
5.33,24.3,1.36,6.8,8.3,1
5.14,25.3,1.39,3.2,13.5,1
6.22,20.4,1.07,1.2,8.2,1
9.41,34.7,1.14,5.6,9.2,1
7.08,29.4,1.3,7.7,8.2,1
8.6,27.5,0.93,8.9,7.8,1
9.59,25.8,1.32,7.8,17.6,1
7.04,28.1,1.16,5.4,16.6,0
5.96,25.7,1.24,5.9,5.9,1
7.59,25.4,0.85,7.6,17.6,0
9.54,27.0,1.26,1.2,8.0,1
9.02,24.1,0.99,8.6,5.8,1
5.33,22.7,1.28,5.2,18.9,1
8.46,28.3,1.11,8.6,9.7,0
7.86,32.6,0.96,7.1,14.7,0
9.54,22.3,1.37,2.2,5.8,1
5.61,20.5,1.26,2.3,15.7,1
7.67,23.7,1.39,3.8,6.0,1
9.4,34.7,1.02,3.1,5.0,1
7.05,32.4,1.19,4.5,10.3,0
7.41,28.9,1.17,5.8,20.0,0
5.35,33.9,1.21,4.5,5.2,1
6.39,26.7,0.82,1.5,3.8,1
6.62,34.7,0.98,8.8,1.8,1
9.73,24.4,1.35,4.4,11.0,1
6.41,23.6,1.05,7.8,7.8,0
7.3,29.6,1.38,1.6,8.0,1
8.36,25.7,0.93,7.5,24.6,0
5.81,29.4,1.4,2.4,5.7,1
7.43,24.6,1.22,6.4,12.0,0
8.69,29.3,1.27,6.3,24.7,1
9.33,24.1,1.04,8.3,1.7,1
8.13,20.8,1.34,3.6,17.7,1
8.35,33.7,1.13,1.9,9.9,1
5.63,33.2,1.21,7.9,22.7,1
9.73,34.6,0.86,3.7,22.9,1
5.66,30.7,1.18,2.9,10.3,1
8.87,30.2,1.33,4.9,6.3,1
6.32,28.4,0.91,2.2,11.3,1
9.67,21.9,1.24,3.4,24.2,1
8.6,22.8,0.82,4.1,7.8,1
8.77,24.3,1.36,3.2,24.6,1
6.1,33.4,1.39,4.6,20.7,1
7.22,22.6,1.01,4.1,7.4,1
8.09,33.8,0.86,7.2,20.0,0
8.85,27.8,1.2,8.3,2.2,1
5.52,30.7,0.82,1.8,14.2,1
9.81,21.7,1.09,7.6,9.6,1
9.45,24.0,0.96,8.5,11.2,1
6.35,34.4,1.08,6.5,12.3,0
9.11,24.0,0.81,9.0,13.1,1
7.59,24.4,0.83,3.7,16.8,0
7.31,23.0,0.81,7.6,17.7,0
6.57,21.9,1.17,6.4,24.4,0
7.9,23.5,1.14,3.6,19.3,0
8.65,29.6,0.94,6.6,17.5,1
7.05,26.8,1.19,5.1,10.4,0
8.15,28.3,1.33,2.5,3.8,1
8.5,21.8,0.97,2.4,2.4,1
8.56,32.0,1.3,6.7,12.5,1
5.26,31.8,1.2,6.7,17.0,1
9.3,20.3,0.82,5.2,16.6,1
7.29,25.8,1.03,5.0,23.9,0
6.31,21.0,1.1,2.4,10.2,1
6.21,31.9,1.24,4.4,16.1,0
7.42,31.1,0.97,8.0,22.3,0
9.43,33.5,1.39,7.8,10.7,1
6.89,23.5,1.21,6.3,12.5,0
8.75,26.8,1.02,9.0,23.2,1
5.48,22.8,0.86,8.1,14.2,1
7.38,25.6,0.91,2.2,20.2,0
9.96,27.8,1.09,4.2,23.5,1
8.85,20.8,1.1,2.1,14.7,1
6.05,30.7,1.26,4.7,3.6,1
7.51,28.1,1.24,7.2,20.7,0
6.17,32.4,0.92,2.2,20.6,1
7.05,24.1,1.16,8.0,3.8,1
8.9,33.5,0.81,5.6,14.2,1
8.86,35.0,1.04,7.0,12.7,1
6.14,33.8,1.26,1.4,21.3,1
9.61,31.7,1.04,1.8,7.6,1
7.96,32.2,1.3,6.0,11.2,1
6.9,28.6,1.39,7.7,15.5,1
7.51,22.9,1.16,8.0,13.4,0
8.03,30.2,0.89,6.5,23.9,0
7.8,30.7,1.03,2.6,24.1,1
7.43,34.8,0.81,2.6,3.0,1
7.52,28.1,1.16,8.1,8.1,0
5.88,24.1,1.29,1.9,1.2,1
9.06,30.3,1.18,6.5,11.0,1
7.71,34.7,1.27,5.3,16.9,1
5.66,22.7,1.28,4.4,12.3,1
8.83,24.9,1.31,4.5,2.6,1
9.66,28.1,0.96,8.6,5.7,1
9.74,22.6,1.32,7.9,5.2,1
6.85,20.3,1.19,7.9,13.3,0
5.68,25.1,0.97,4.3,17.3,1
7.59,33.0,1.39,1.9,8.6,1
5.56,20.7,1.37,9.0,4.1,1
9.67,26.4,1.14,2.2,20.2,1
5.92,31.4,1.31,5.1,21.6,1
6.26,34.3,0.96,3.1,7.6,0
7.03,34.8,1.05,5.1,11.1,0
6.92,26.3,0.91,3.4,3.0,1
8.97,34.3,1.11,8.2,6.5,1
7.28,20.5,1.1,8.7,19.4,0
5.85,31.2,0.93,4.3,9.8,1
6.34,29.6,1.2,1.6,15.5,1
7.55,23.7,0.87,6.3,23.7,0
5.74,27.6,0.84,4.0,18.4,1
8.06,21.9,1.03,8.9,11.9,0
7.83,33.1,1.05,1.7,9.8,1
8.57,25.4,0.99,2.0,5.6,1
9.69,29.4,0.95,6.6,19.1,1
9.56,22.4,1.0,7.1,3.7,1
9.73,23.1,0.9,4.8,2.5,1
6.22,34.9,1.04,3.2,3.5,0
5.66,31.3,1.34,3.5,6.8,1
6.51,34.4,0.93,3.7,16.1,0
9.48,24.4,1.21,2.8,21.7,1
9.86,22.5,0.89,7.8,24.8,1
9.3,27.5,1.01,1.5,18.6,1
5.55,27.4,0.99,4.3,4.5,1
9.74,22.6,1.36,7.0,7.7,1
7.12,31.0,1.06,1.0,4.2,1
5.05,25.4,1.21,8.0,3.8,1
7.21,22.8,1.16,6.7,14.6,0
5.23,25.0,0.88,1.6,22.8,1
7.72,28.5,1.36,8.2,17.4,1
6.69,30.9,1.01,4.9,20.2,0
7.37,27.2,0.83,6.2,13.2,0
8.07,27.9,0.98,8.1,12.4,0
9.34,22.1,1.0,8.0,23.5,1
8.31,33.7,0.86,4.3,18.3,0
7.17,33.9,1.17,2.9,12.0,1
9.1,30.3,1.01,3.1,9.0,1
9.53,20.3,1.18,7.1,3.2,1
5.6,28.1,0.8,8.4,20.7,1
7.66,29.4,1.39,1.6,5.1,1
6.42,34.9,0.9,1.1,13.4,0
5.24,34.9,1.2,7.6,16.3,1
8.34,32.9,1.23,4.1,18.9,0
9.31,21.0,0.9,3.2,3.0,1
5.81,34.3,0.87,2.5,1.3,1
9.06,29.2,0.89,3.8,17.9,1
9.27,32.0,0.95,8.8,11.9,1
9.57,26.1,0.9,8.8,5.3,1
6.33,24.8,1.2,3.7,24.6,0
9.52,26.9,1.05,8.7,20.0,1
6.6,22.2,1.12,3.4,14.9,0
7.76,25.4,0.83,7.8,17.9,0
5.25,32.9,1.32,2.7,4.7,0
5.22,20.6,0.9,7.6,24.1,1
8.6,22.3,1.02,3.8,24.9,1
7.22,21.9,0.84,2.6,16.6,1
6.28,26.0,0.88,8.5,17.0,0
5.95,35.0,1.2,2.7,17.9,1
8.35,22.6,1.22,8.9,17.0,0
5.0,22.2,1.21,1.9,11.5,1
9.03,33.7,1.13,1.1,14.0,1
5.4,33.2,1.37,8.0,7.8,1
5.96,20.5,1.1,5.7,11.7,1
6.93,31.3,1.07,4.4,11.5,0
7.42,29.8,0.95,1.7,7.9,1
6.77,31.5,0.86,5.6,19.9,0
6.6,27.4,1.13,4.1,10.8,0
9.82,34.9,0.99,4.9,14.2,1
8.21,20.7,1.11,6.0,4.7,1
5.12,23.5,0.92,6.1,12.4,1
7.15,25.9,1.3,8.7,19.3,1
9.38,26.7,1.4,6.2,11.7,1
6.51,33.8,0.99,3.7,14.4,0
5.47,28.4,1.31,3.6,17.8,1
8.79,20.7,1.32,4.8,10.3,1
8.03,26.1,1.4,3.1,9.5,1
7.85,26.2,1.01,4.0,3.1,1
5.27,34.5,1.25,7.7,15.0,1
5.7,29.0,0.94,7.9,18.0,1
8.11,29.5,1.17,6.0,15.0,0
6.04,30.7,1.22,5.7,7.8,0
7.52,31.6,1.24,4.4,7.3,0
7.72,29.5,0.92,6.1,4.8,1
6.42,23.6,1.31,7.4,2.1,1
9.74,33.1,1.05,6.9,11.2,1
9.21,31.0,0.93,1.3,4.9,1
8.61,31.1,1.13,6.8,17.6,1
5.39,34.9,1.32,6.8,24.1,1
5.53,32.0,1.38,1.8,2.8,1
7.46,32.4,1.25,2.2,22.4,1
5.8,34.3,0.8,7.3,16.8,1
9.89,22.3,0.88,5.5,21.6,1
5.79,27.5,0.85,7.6,4.7,1
7.44,28.7,0.86,2.5,22.8,1
6.82,24.9,1.03,1.2,24.0,1
8.2,32.6,1.0,2.3,22.8,1
5.65,31.4,0.87,4.6,19.9,1
7.15,30.8,1.33,5.2,3.2,1
6.37,35.0,1.17,7.9,6.3,0
9.44,23.9,1.28,6.7,22.9,1
5.2,31.0,1.02,8.9,6.5,1
9.57,28.3,1.05,1.6,9.3,1
9.16,24.7,0.99,2.0,2.2,1
6.49,22.4,1.06,1.7,16.1,1
8.95,33.4,1.17,5.3,14.5,1
5.16,28.9,1.1,3.1,24.1,1
9.83,32.4,1.3,6.5,22.4,1
7.63,28.2,1.34,2.1,13.1,0
6.52,23.3,1.08,1.8,15.6,1
6.81,25.1,0.94,4.7,10.9,0
5.33,25.7,1.37,4.0,4.2,1
9.95,34.6,1.24,7.6,21.8,1
5.2,20.1,1.18,7.7,14.2,1
8.27,34.8,1.25,1.9,11.2,1
7.21,34.7,0.85,7.5,2.6,1
9.74,34.9,0.84,5.5,17.0,1
6.23,27.1,0.89,5.0,10.6,0
7.66,34.5,0.89,1.8,7.1,1
7.41,25.9,1.05,6.9,22.0,0
8.51,20.4,0.89,1.5,5.4,1
5.34,23.4,1.31,3.2,13.4,1
5.97,34.2,1.15,1.8,20.1,1
6.07,20.2,1.02,5.2,21.4,0
8.69,28.2,0.84,6.2,20.6,1
5.95,21.1,1.15,8.1,22.5,1
7.87,24.3,0.87,6.9,4.4,1
6.08,21.3,1.25,8.7,23.6,0
9.31,32.9,1.28,7.1,1.3,1
9.71,28.9,1.13,3.4,7.1,1
7.59,33.5,0.89,5.4,3.0,1
6.76,30.3,1.27,4.7,23.7,1
6.17,34.6,0.98,5.5,11.2,0
5.25,27.6,0.93,5.6,8.6,1
6.34,29.6,1.08,6.6,5.0,0
8.27,28.6,1.35,1.7,4.7,1
7.67,27.3,0.98,7.0,15.7,0
9.72,32.7,1.34,2.1,2.1,1
6.98,29.7,0.83,1.2,15.3,1
8.47,32.0,0.85,5.2,19.6,0
7.45,31.8,1.22,5.7,15.4,0
7.56,22.9,0.91,1.3,20.8,1
6.34,29.8,0.99,5.1,7.4,0
7.27,23.0,0.88,5.3,2.9,1
7.35,28.7,1.0,1.4,18.3,1
8.53,30.2,0.97,6.7,20.9,1
9.7,35.0,1.24,2.7,13.0,1
6.65,20.5,1.22,7.4,20.7,0
5.21,21.4,1.37,3.5,12.0,1
7.48,21.2,1.23,4.8,5.8,0
7.72,26.0,1.22,8.1,12.4,0
5.84,32.3,1.22,7.4,6.2,1
8.8,32.7,1.33,7.3,12.3,1
9.92,31.1,0.98,2.3,4.5,1
9.73,33.5,0.98,1.4,5.5,1
5.99,24.8,1.24,5.8,22.2,1
9.38,21.3,0.94,4.3,3.8,1
8.52,20.9,1.35,8.3,6.4,1
7.27,32.8,1.12,3.8,24.9,0
7.7,31.0,0.98,4.3,14.8,0
9.25,30.5,1.27,5.2,15.1,1
7.4,25.1,0.99,7.4,21.3,0
6.87,25.7,1.38,3.1,13.6,1
7.47,34.4,1.39,8.5,6.3,0
7.9,21.0,1.2,5.3,11.1,0
5.95,31.6,0.87,7.7,19.1,1
9.5,24.6,0.96,5.2,21.9,1
8.37,20.6,1.11,7.2,7.6,0
8.17,31.1,1.31,1.4,7.3,1
5.5,25.0,0.91,7.4,8.9,1
8.02,30.8,0.86,5.2,15.3,0
5.6,30.6,0.84,4.6,7.7,1
5.39,28.0,1.1,1.9,22.4,1
7.64,31.7,1.33,6.9,24.5,1
7.01,28.7,0.83,2.0,17.3,1
7.94,24.3,0.93,2.5,24.3,1
5.45,31.0,1.22,2.0,7.9,1
7.15,28.8,1.3,1.1,20.6,1
5.87,20.2,1.28,6.3,17.3,1
9.94,33.5,1.27,3.2,7.3,1
7.81,28.2,0.88,2.2,8.6,1
8.44,33.0,1.04,3.6,12.7,0
6.63,33.2,1.39,5.0,20.0,1
5.47,26.7,1.39,5.0,21.9,1
9.88,27.6,1.16,3.9,16.2,1
6.43,26.2,1.23,5.0,18.3,0
7.12,26.7,1.37,4.4,7.3,1
8.25,33.4,1.07,7.6,18.8,0
5.12,31.8,0.88,1.2,15.5,1
9.05,21.9,1.2,7.9,6.4,1
7.68,29.2,1.38,3.0,23.8,1
6.39,34.9,1.22,6.8,13.3,0
5.31,28.9,1.28,4.2,20.1,1
